SYMBOL	ENTREZID
CCNT2	905
ZNF768	79724
ZMYND8	23613
BABAM1	29086
GNG11	2791
PELI1	57162
DIP2A	23181
LINC01637	101928891
GSTM4	2948
TNFRSF21	27242
ZNF280D	54816
MFSD2A	84879
RIC1	57589
GOLM1	51280
YEATS2	55689
ESRRA	2101
UBFD1	56061
NUDT4	11163
LINC02432	100507639
SLC39A9	55334
UBE3B	89910
LINC01857	102724714
HAAO	23498
PRDM4	11108
RBM25	58517
KLF16	83855
FCGBP	8857
MGP	4256
MAN1B1	11253
FEN1	2237
LPCAT3	10162
KIR3DL2	3812
SSNA1	8636
PATL2	197135
PITPNM1	9600
ZNF496	84838
TSC1	7248
ATP2A3	489
ISG20L2	81875
DDX59	83479
MRPL22	29093
MTIF3	219402
ZDHHC1	29800
PRR5	55615
EGFL7	51162
ZNF335	63925
TCTN1	79600
EXTL3	2137
PLEKHJ1	55111
BACE2	25825
VCPIP1	80124
RNF145	153830
IFT43	112752
SLC35A2	7355
SAP30BP	29115
KLC1	3831
SNX9	51429
MRPL33	9553
ARL13B	200894
MOSPD3	64598
KIN	22944
GPATCH2	55105
RLIM	51132
TOGARAM2	165186
NOMO1	23420
BCL2L2	599
NDST2	8509
DDRGK1	65992
MLH1	4292
SOS1	6654
ZNF358	140467
ATAD2B	54454
HMGXB4	10042
CLSPN	63967
RPP25	54913
AREL1	9870
ATRX	546
KLHDC4	54758
INPP5F	22876
LENG8	114823
FIG4	9896
SPRY2	10253
GLCCI1	113263
HAUS2	55142
MEFV	4210
FER	2241
CSNK2A2	1459
CCDC93	54520
MGAT2	4247
RPN2	6185
IRAK2	3656
MMP23B	8510
MVB12A	93343
PNPO	55163
PCK2	5106
GOLGA5	9950
UPF3A	65110
MRPL53	116540
MTMR12	54545
INSIG2	51141
B3GNT7	93010
CACNA2D4	93589
NAF1	92345
IER3IP1	51124
GFI1	2672
GCN1	10985
UFSP2	55325
BCL7B	9275
GXYLT1	283464
MYCL	4610
NHLRC2	374354
BAG6	7917
TMEM184C	55751
SAMD9	54809
POU2F1	5451
DPAGT1	1798
CALCRL	10203
ARPC1A	10552
ATP11B	23200
ITGA5	3678
CPSF3	51692
MRPL41	64975
GSK3A	2931
USP37	57695
TNFRSF12A	51330
NAB2	4665
APH1B	83464
INSR	3643
BATF3	55509
VCAM1	7412
IGHV3-23	28442
SS18	6760
ANKRD9	122416
EIF1AX	1964
CUL5	8065
RALBP1	10928
AP1S1	1174
MYO9A	4649
ZNF532	55205
TM9SF1	10548
NR1H2	7376
GAS2L1	10634
NCALD	83988
LONP1	9361
RCOR3	55758
PDE6D	5147
MRPS22	56945
IGHG3	3502
CDK12	51755
MMP2	4313
MAPK7	5598
GBA2	57704
NSD1	64324
R3HCC1L	27291
NUDT15	55270
IGFBP2	3485
IGHG2	3501
SRPRA	6734
AKAP10	11216
IGHV1-3	28473
ATRAID	51374
TSEN15	116461
MPV17L2	84769
PNP	4860
BANP	54971
CASP9	842
FAM135A	57579
PVR	5817
YPEL1	29799
CYTH2	9266
DNAJC2	27000
PYCR1	5831
PSMB7	5695
PPP4R3A	55671
RNF41	10193
PPP4R2	151987
LBX2-AS1	151534
DNAJC25	548645
GNL2	29889
SGPP1	81537
ATP6V1E1	529
KBTBD8	84541
RGS16	6004
PARL	55486
TMX3	54495
LSM2	57819
IGF2R	3482
NFKBIL1	4795
TOX2	84969
FLT1	2321
FBXW2	26190
VIRMA	25962
CARD6	84674
RUNX1	861
LDHA	3939
LTV1	84946
CACNA2D3	55799
CCDC170	80129
HUS1	3364
RHOBTB1	9886
VNN2	8875
HTRA1	5654
SSBP3	23648
TSPAN31	6302
SMG1	23049
HMGN2	3151
WDR47	22911
EBI3	10148
HCCS	3052
ODR4	54953
TMEM94	9772
ENPP4	22875
STK17B	9262
KIF3B	9371
PCGF1	84759
C1orf52	148423
BSCL2	26580
TRIQK	286144
CHMP6	79643
ATXN7L3	56970
RAB7B	338382
PAPSS1	9061
VPS37A	137492
TCL1A	8115
AZI2	64343
SQOR	58472
RPS6KC1	26750
BORCS8	729991
PRR34-AS1	150381
PNKD	25953
PBX3	5090
AFMID	125061
ALYREF	10189
TFG	10342
IRGQ	126298
KRT19	3880
SYNJ1	8867
MCMBP	79892
GALM	130589
RUNDC1	146923
SGMS2	166929
RAD23A	5886
CALD1	800
MNT	4335
SLC25A28	81894
PSMD12	5718
KLRC4	8302
IQSEC1	9922
GPN3	51184
ZNF124	7678
STX8	9482
NTAN1	123803
DCUN1D5	84259
HECTD2	143279
PAM	5066
FBXO7	25793
CLEC4E	26253
SPECC1L	23384
STARD13	90627
NDUFA7	4701
PTRH1	138428
ANKRD40	91369
ARF5	381
CPED1	79974
STXBP3	6814
CTNNAL1	8727
ARL5A	26225
MED12	9968
NAA20	51126
INTS1	26173
ERI3	79033
PTPN9	5780
ATP11C	286410
STAP1	26228
MX1	4599
TXNDC15	79770
AATF	26574
MGMT	4255
PPM1A	5494
ENDOV	284131
NIPAL2	79815
YTHDC1	91746
CSNK1E	1454
EIF5B	9669
MTF1	4520
RAB22A	57403
SCAMP1	9522
RBM28	55131
MAN2C1	4123
MFN1	55669
ECH1	1891
BCAR3	8412
PHF6	84295
AMPD3	272
CHAF1A	10036
DCTD	1635
UNC50	25972
SLC24A4	123041
SEC23IP	11196
RPE	6120
PRCC	5546
CRKL	1399
CRELD1	78987
TRAPPC8	22878
MINDY3	80013
UAP1L1	91373
TBC1D23	55773
B4GALT7	11285
SDC2	6383
CLEC5A	23601
TWSG1	57045
MCOLN2	255231
IQCB1	9657
MXRA7	439921
GPATCH11	253635
NDUFB6	4712
LDB2	9079
PLCB3	5331
GTPBP2	54676
NBPF12	149013
IGLV1-44	28823
LINC01410	103352539
TMEM141	85014
RNF121	55298
A1BG	1
FAM72A	729533
RMDN3	55177
GSK3B	2932
SERPINH1	871
ELP5	23587
SLC9A1	6548
THUMPD3	25917
CRIPT	9419
HDGFL3	50810
IMPACT	55364
PGPEP1	54858
ZC3H18	124245
CINP	51550
NDUFS1	4719
PHF12	57649
ANKS1A	23294
PCNX3	399909
FAM98A	25940
ECHDC1	55862
ZDHHC21	340481
DNAJA4	55466
EVA1B	55194
ATP2B4	493
GTF2A2	2958
ADA	100
VAC14	55697
SNRNP27	11017
IGKV3-15	28913
PIP5K1A	8394
MTHFD1L	25902
UBR1	197131
SCIN	85477
FAM43A	131583
TATDN3	128387
TYMS	7298
SP1	6667
CCNYL1	151195
POLB	5423
GAB1	2549
TPD52	7163
ZEB2-AS1	100303491
ETFDH	2110
GMPR	2766
TMED8	283578
KIAA1671	85379
MCRIP2	84331
DCLRE1C	64421
FBXW11	23291
ZFX	7543
SLC26A2	1836
SUMF1	285362
DDX60L	91351
SLC39A6	25800
MTMR3	8897
GTF2E2	2961
PRDX6	9588
PSMC2	5701
PGP	283871
FOXK2	3607
GLUD1	2746
STK11	6794
CHUK	1147
PIAS4	51588
APOBEC3H	164668
SLC38A6	145389
DCAF12	25853
HIKESHI	51501
NHLRC3	387921
CXCL3	2921
HS1BP3	64342
BCL2L11	10018
ACVRL1	94
YAF2	10138
HGF	3082
ACTA2	59
IGKV1-39	28930
CUEDC2	79004
HECTD4	283450
CRNKL1	51340
CBX4	8535
CNOT4	4850
GEMIN7	79760
UEVLD	55293
CENPF	1063
HDAC6	10013
NUSAP1	51203
ZNF10	7556
ABHD8	79575
PCNT	5116
NBPF19	101060226
TMEM181	57583
NDUFA13	51079
APOL1	8542
CEP78	84131
TMEM192	201931
VAMP7	6845
TLR8	51311
TEX30	93081
RBM6	10180
VPS9D1	9605
MIR181A1HG	100131234
WWC3	55841
RABGAP1	23637
RBM26	64062
MRPL12	6182
CHRAC1	54108
MGRN1	23295
CLASRP	11129
HMGB3	3149
SGTA	6449
LSM8	51691
MRPS18A	55168
MORN2	729967
FADS3	3995
FAF2	23197
NPEPL1	79716
FBXW5	54461
MDM4	4194
THAP9-AS1	100499177
CTNS	1497
NCK1	4690
REC8	9985
TP53BP2	7159
NAGLU	4669
ZNF580	51157
SMC5	23137
IL15	3600
SEC24C	9632
STAG2	10735
IFIT1	3434
CSNK1G2	1455
TCTA	6988
ATP2C1	27032
ATF2	1386
SMUG1	23583
KDM3B	51780
IGFBP4	3487
ATG5	9474
TAB3	257397
ABHD15	116236
GAS2L3	283431
SNRNP200	23020
OSBPL2	9885
SF3B6	51639
BCL2L12	83596
TMEM170B	100113407
MAN2A1	4124
HEATR3	55027
TMEM164	84187
PHYH	5264
SREBF2	6721
SNX30	401548
PSMD11	5717
ZFYVE26	23503
MRPS15	64960
MAST3	23031
AIM2	9447
CASP1	834
VPS18	57617
TIMM23	100287932
POP7	10248
POLD3	10714
TMEM255B	348013
PDZD8	118987
RBM12	10137
HDAC10	83933
KPNA6	23633
UTP11	51118
ZMAT5	55954
SUDS3	64426
ZNF600	162966
SLC12A9	56996
QSER1	79832
TUBGCP3	10426
TMX2	51075
GSDME	1687
STOML2	30968
EREG	2069
FABP3	2170
GALNS	2588
S100B	6285
ZNF394	84124
TIPRL	261726
SIVA1	10572
LRRC58	116064
LTN1	26046
PPP4C	5531
ZNF490	57474
PPARD	5467
AGRN	375790
SOS2	6655
ABL1	25
MNAT1	4331
DENND5B	160518
ZBED1	9189
ZNF672	79894
BTBD7	55727
OGFOD3	79701
CYTH3	9265
UBTD1	80019
EMC4	51234
CDK5RAP2	55755
UGGT2	55757
ZDHHC4	55146
CCDC159	126075
GGH	8836
VCP	7415
GLYR1	84656
WASHC5	9897
RBM39	9584
CNIH4	29097
GABPA	2551
CHPF2	54480
TMEM134	80194
ZNF467	168544
SLAIN2	57606
MRPL55	128308
NSFL1C	55968
TM7SF3	51768
SLC35A4	113829
CDKN2A	1029
TMEM184B	25829
PLEKHG1	57480
CPNE2	221184
PLD2	5338
TOR1AIP1	26092
PLPP3	8613
PYGB	5834
DNAJC8	22826
LTA4H	4048
TM2D2	83877
COQ7	10229
SRPRB	58477
ERC1	23085
ATP6V0A2	23545
CHD1L	9557
CYP2S1	29785
TMUB2	79089
PSMB1	5689
FCER2	2208
HECA	51696
GBGT1	26301
DZIP3	9666
ID1	3397
UBR5	51366
GATAD2A	54815
CHPF	79586
TLR5	7100
MAST2	23139
LONRF1	91694
ELOF1	84337
UBE2Z	65264
PTPN11	5781
IFI44L	10964
RAB11A	8766
CLIP4	79745
HYAL2	8692
MCEMP1	199675
UBE2V2	7336
IFT27	11020
KPNA1	3836
OSBP	5007
YY1AP1	55249
TP53INP1	94241
GCH1	2643
UNC13D	201294
LTB4R	1241
ZC3H15	55854
LMNB2	84823
SNRPD3	6634
IRS2	8660
JKAMP	51528
CCDC106	29903
MIER1	57708
PPP2R2A	5520
RSAD2	91543
CKAP5	9793
TRAF7	84231
CCNT1	904
PSMA2	5683
PMEPA1	56937
TRPT1	83707
HMBOX1	79618
NOD2	64127
NABP2	79035
PACS2	23241
HRH2	3274
SCFD1	23256
APBB3	10307
PHLDA2	7262
MLXIP	22877
TTLL4	9654
CORO7	79585
TMEM126A	84233
ARNT	405
SRC	6714
RIC8A	60626
NFU1	27247
CTSO	1519
VPS53	55275
TCF7L2	6934
OVCA2	124641
NDST1	3340
FAM30A	9834
C1D	10438
CERS6	253782
CCDC107	203260
MAGOH	4116
TTL	150465
NACC2	138151
MAVS	57506
SLC25A36	55186
UQCRH	7388
DCAF13	25879
WDSUB1	151525
DDX41	51428
SMG5	23381
KCNMB1	3779
FEZ1	9638
MED30	90390
NDUFB10	4716
ARHGAP6	395
SELENOF	9403
GOT1	2805
FARP2	9855
CLN6	54982
TRIP10	9322
LINC01480	101927931
CARHSP1	23589
LLPH	84298
DDX52	11056
PLEKHF2	79666
BTBD2	55643
HNRNPA3	220988
GRAMD1B	57476
IFFO1	25900
PSEN2	5664
CYB561A3	220002
ZMYM4	9202
MCTS1	28985
CLIP2	7461
UBALD1	124402
TMEM120A	83862
RPS6KA3	6197
ODF2	4957
TNPO1	3842
IDH3A	3419
PHACTR4	65979
TMEM167B	56900
GPS1	2873
GLRX2	51022
RNF114	55905
PTK2	5747
SDC1	6382
PANK3	79646
RAB42	115273
NCOA4	8031
ZNF518A	9849
RCAN1	1827
PLEKHF1	79156
SIRPB2	284759
CCDC59	29080
VTI1A	143187
CCNG2	901
MYL9	10398
TRAPPC11	60684
LINC02397	100507616
DAGLB	221955
COMMD3	23412
RNF14	9604
MRPL40	64976
ATP5F1C	509
ZPR1	8882
EFNB1	1947
PAF1	54623
IDH3G	3421
FGD5-AS1	100505641
GCSH	2653
SHARPIN	81858
POLDIP2	26073
NDUFA8	4702
PRKAG1	5571
KDM2B	84678
RNF139	11236
PPM1L	151742
MAP1S	55201
FMNL1	752
C4orf33	132321
SNX29	92017
MMD	23531
PTCH2	8643
COQ10B	80219
ACOT7	11332
PLPPR2	64748
KIF1C	10749
PSMC1	5700
CDIP1	29965
LAMB2	3913
BCL10	8915
HSD3B7	80270
TLE4	7091
RAB35	11021
EXOC3	11336
NRGN	4900
BAZ1B	9031
RBMS2	5939
GADD45G	10912
BPTF	2186
SYNCRIP	10492
RBM10	8241
TNFRSF10B	8795
PPP4R1	9989
NASP	4678
CDK14	5218
ATG16L2	89849
PTPRN2	5799
OGFR	11054
UGGT1	56886
OAT	4942
TRAPPC5	126003
CLUH	23277
FDX1	2230
TRAM2	9697
TAOK2	9344
TFCP2	7024
ADCY3	109
TANGO2	128989
TMEM59	9528
IQCE	23288
PGA3	643834
C3orf38	285237
CHFR	55743
MPC2	25874
C2orf49	79074
CAV1	857
ARFGEF2	10564
CIDEB	27141
TEP1	7011
TMEM273	170371
RBBP7	5931
TRIM26	7726
PARP4	143
EMC8	10328
TNKS2	80351
LINC02362	102723766
SNN	8303
TMEM214	54867
MEGF9	1955
TBC1D22A	25771
AFF3	3899
NCF4	4689
CYREN	78996
FAIM	55179
DHX15	1665
ATF7IP	55729
DEK	7913
RGS9	8787
KLHL5	51088
KCNAB2	8514
USP24	23358
RAD51AP1	10635
GALNT10	55568
DFFA	1676
CA2	760
SASH1	23328
PSMD2	5708
NIPSNAP2	2631
PSMD9	5715
RMND5A	64795
RASA1	5921
FMN1	342184
UBA7	7318
SLC11A2	4891
SSH2	85464
USP47	55031
CFLAR	8837
PTPN23	25930
CALML4	91860
CD101	9398
CELF1	10658
DNTTIP1	116092
SLC23A2	9962
BIRC6	57448
SRF	6722
SFMBT2	57713
IL18BP	10068
SDE2	163859
SLC25A32	81034
ANKLE2	23141
CNP	1267
FCER1A	2205
MSRA	4482
MLKL	197259
DESI1	27351
CDK11B	984
AIG1	51390
TMEM242	729515
TMCC3	57458
USP6NL	9712
JTB	10899
PNKP	11284
SYS1	90196
SSPN	8082
RAF1	5894
ERF	2077
HK2	3099
CPSF2	53981
EXOC1	55763
MIR155HG	114614
MON2	23041
KIR2DL4	3805
CLK1	1195
LETM1	3954
LINC00467	84791
PIK3R3	8503
MVB12B	89853
ATXN2	6311
ZFPL1	7542
ZCCHC17	51538
CDC42EP2	10435
CERCAM	51148
GPD2	2820
MLLT1	4298
MARK3	4140
PRDM2	7799
GTF2H5	404672
MDK	4192
AMPD2	271
MTMR6	9107
RMDN1	51115
RALGDS	5900
MICAL1	64780
MAML3	55534
ERICH1	157697
PTBP1	5725
SIK2	23235
HEATR5A	25938
MON1B	22879
CKS1B	1163
LARP1B	55132
CENPX	201254
TXNDC5	81567
FAH	2184
TNFRSF13B	23495
NBPF10	100132406
PGGT1B	5229
AMDHD2	51005
TBC1D7	51256
ZNF326	284695
PARM1	25849
GCLC	2729
HLTF	6596
NPIPB5	100132247
CLCN6	1185
MSL1	339287
TM9SF3	56889
PLEC	5339
RPS6KB2	6199
UCHL3	7347
SRGAP3	9901
ATXN2L	11273
DPP3	10072
TMEM150A	129303
PIK3R6	146850
RAB18	22931
PPP1R14A	94274
DHX29	54505
BAK1	578
GHDC	84514
MRPS18C	51023
HPS3	84343
DHRS4L2	317749
PRDX3	10935
ROCK2	9475
TOR4A	54863
CDK5	1020
BARD1	580
NDUFB3	4709
KCNMA1	3778
TM9SF4	9777
CPNE7	27132
RNF40	9810
LDLR	3949
FILIP1L	11259
MIOS	54468
NT5C	30833
PIN1	5300
PABPN1	8106
INTS6	26512
ARL4D	379
HERC1	8925
GTF2A1	2957
MTMR10	54893
ZNF322	79692
VPS37C	55048
GPR137	56834
DOT1L	84444
COX6B1	1340
YIPF1	54432
DDX1	1653
OSBPL5	114879
FMR1	2332
SMC2	10592
TMF1	7110
JSRP1	126306
VPS4B	9525
DDA1	79016
TWF1	5756
GMPPB	29925
ARRDC4	91947
TLR1	7096
WBP4	11193
PKIB	5570
COX16	51241
GMFB	2764
UBP1	7342
SKI	6497
MRFAP1	93621
XPNPEP1	7511
AKAP8	10270
IMPDH1	3614
IGLV3-1	28809
BTBD1	53339
DCTN4	51164
TENT2	167153
MAPKAP1	79109
NAB1	4664
ENHO	375704
LTC4S	4056
OSBPL3	26031
PISD	23761
GZMM	3004
PXDC1	221749
KCTD10	83892
ZNF438	220929
DTYMK	1841
SUGP2	10147
CCDC186	55088
RC3H2	54542
ASCC3	10973
STAM2	10254
IGF1	3479
SMURF2	64750
MOB3B	79817
CCDC69	26112
IGLV6-57	28778
CIC	23152
RBM42	79171
DOCK7	85440
LINC00877	285286
PCM1	5108
CRIM1	51232
TNFSF14	8740
ZNF703	80139
MT-CO3	4514
TM9SF2	9375
TSNAX	7257
SEC24A	10802
ARL1	400
RRAGD	58528
CASC3	22794
GPATCH2L	55668
SLC25A1	6576
LARP7	51574
ARMCX6	54470
RAB3D	9545
MOSPD2	158747
BCOR	54880
ENDOD1	23052
VEGFB	7423
NADSYN1	55191
UBR2	23304
EHMT1	79813
MYO1C	4641
OTOA	146183
GPAT3	84803
ZBTB43	23099
MED14	9282
NPLOC4	55666
TCF3	6929
ECPAS	23392
MAN2B1	4125
HMGXB3	22993
TBC1D2B	23102
SIN3B	23309
HSPA13	6782
CENPN	55839
CNRIP1	25927
BRD3	8019
ZRANB1	54764
DENND6B	414918
ZBP1	81030
SPARC	6678
UPF1	5976
GOSR2	9570
ING3	54556
MOB4	25843
ABHD16A	7920
TUSC2	11334
DCTN3	11258
SMIM15	643155
NUDT14	256281
ANO6	196527
GPR141	353345
PUM1	9698
ZDHHC5	25921
DHRS7	51635
RAB3IL1	5866
EFCAB14	9813
ZBTB16	7704
ECM1	1893
NLRC4	58484
NUDT1	4521
SNAPIN	23557
TMEM86A	144110
PPCDC	60490
TSPAN33	340348
MYLIP	29116
GALNT11	63917
NAXE	128240
MRPL54	116541
LRCH1	23143
REEP3	221035
FCGR3B	2215
SLC30A1	7779
IFT52	51098
CNOT6L	246175
OSTC	58505
AGPAT1	10554
HIC1	3090
PTGS2	5743
MED25	81857
SUPT7L	9913
RFC2	5982
ARSB	411
TSPOAP1	9256
ALG5	29880
MAF	4094
MBD4	8930
NCOA3	8202
SH2D1A	4068
PLB1	151056
WNK1	65125
ATF6	22926
SAMD8	142891
IPMK	253430
TMEM218	219854
SLC39A11	201266
BRI3BP	140707
IBTK	25998
TPCN2	219931
GPR35	2859
CD300LB	124599
TBC1D10B	26000
PPARG	5468
ASL	435
GRIPAP1	56850
SLC49A3	84179
FAM13B	51306
ABCC3	8714
SDF2	6388
CHCHD5	84269
KIF13A	63971
SETBP1	26040
NCKAP5L	57701
MT1F	4494
KIR2DL3	3804
PARP10	84875
MYSM1	114803
DAPK2	23604
KLRB1	3820
PGM2	55276
CD22	933
DDX49	54555
ICMT	23463
YIPF2	78992
LYSMD3	116068
LPAR5	57121
CHMP1A	5119
PYHIN1	149628
POR	5447
RAB3GAP2	25782
CAMKK2	10645
RTF1	23168
PDPK1	5170
RNF168	165918
FZD1	8321
MTRF1L	54516
RAB11B	9230
KMT5A	387893
PLA2G4C	8605
RLF	6018
PDE4B	5142
UBXN2B	137886
ZBTB4	57659
STK3	6788
ADORA3	140
APPL2	55198
CHORDC1	26973
CBX6	23466
ANKIB1	54467
CUEDC1	404093
TAGLN	6876
CADM1	23705
SYT11	23208
MRPL47	57129
CTNNBL1	56259
DCAF6	55827
USP12	219333
PDXDC1	23042
DKK3	27122
C6orf89	221477
CLSTN3	9746
FUS	2521
CDC16	8881
SHKBP1	92799
CATSPER1	117144
ITPA	3704
AFG3L2	10939
ACLY	47
CCDC43	124808
GBE1	2632
CDK19	23097
IGLV1-40	28825
VCL	7414
SCAND1	51282
GIGYF2	26058
MFN2	9927
PIEZO1	9780
ORMDL2	29095
CKAP4	10970
EIF1AD	84285
PATL1	219988
KCNQ1OT1	10984
TTC1	7265
OTUD4	54726
OSBPL9	114883
P2RX1	5023
TRIP6	7205
ZBTB7A	51341
IFI27L1	122509
HLA-C	3107
DESI2	51029
CMPK2	129607
EGR3	1960
TBL2	26608
DDB1	1642
NAA38	84316
IREB2	3658
SOCS4	122809
CLN8	2055
SETD7	80854
STARD8	9754
HINT3	135114
LARP4	113251
ETFB	2109
RUBCN	9711
RAB30	27314
STX5	6811
KLF13	51621
SLC25A4	291
SEC61A1	29927
SYMPK	8189
BIRC2	329
TIMMDC1	51300
VPS29	51699
SCNM1	79005
ZFP91	80829
DENND4A	10260
TRAPPC2B	10597
BAD	572
CLPB	81570
DENND5A	23258
DHRS7B	25979
HECTD1	25831
MRPL18	29074
GZF1	64412
LINC02384	100507195
RBM23	55147
IFIH1	64135
HLX	3142
UBE2M	9040
PTS	5805
AKT1S1	84335
CAPN15	6650
SESN2	83667
LINC00926	283663
ARFIP1	27236
TFPT	29844
ADPRH	141
TCEAL3	85012
ST3GAL4	6484
HOOK2	29911
RPL26L1	51121
SERPINB8	5271
TAP2	6891
CAPN12	147968
NEK1	4750
KDM5C	8242
ATN1	1822
INAFM2	100505573
FCRLA	84824
IFI44	10561
OSBPL1A	114876
UBXN4	23190
YTHDC2	64848
RABGGTB	5876
SAMD4B	55095
SOAT1	6646
CHKA	1119
TBK1	29110
ARHGEF12	23365
B3GNT5	84002
SPAG7	9552
CDC73	79577
ANXA1	301
PCF11	51585
RTCA	8634
LIMD1	8994
AGO1	26523
GBF1	8729
UBE2Q1	55585
KCNK6	9424
GNA12	2768
SAMD1	90378
PSMA3	5684
TMEM39A	55254
NGLY1	55768
C3	718
C18orf32	497661
PCGF3	10336
RAD23B	5887
TAF11	6882
PI4KA	5297
CLASP2	23122
SEC16A	9919
APIP	51074
GUCD1	83606
PLK2	10769
MRPL20	55052
BLK	640
DCPS	28960
KLF11	8462
FNBP1	23048
LRIF1	55791
FAM174A	345757
ZNF562	54811
NMUR1	10316
P2RY13	53829
ACBD3	64746
UBN1	29855
STRN4	29888
SPIB	6689
PPP2R5E	5529
BCL2L13	23786
ZFAND3	60685
ADAM8	101
S100A11	6282
TAX1BP1	8887
CITED2	10370
GPR68	8111
EDEM1	9695
GFPT1	2673
ATP11A	23250
OSTM1	28962
ELF4	2000
DGKD	8527
POLG	5428
PDGFD	80310
TESK1	7016
MMADHC	27249
ASRGL1	80150
RAB5A	5868
SEC22B	9554
MIF4GD	57409
ZMIZ2	83637
HCFC1	3054
ARHGAP17	55114
ACBD5	91452
PAK2	5062
PDZD11	51248
C17orf58	284018
KTN1	3895
ACIN1	22985
AGAP3	116988
OTULINL	54491
SMIM12	113444
NFATC3	4775
ATL3	25923
SMARCB1	6598
WDR81	124997
TMEM256	254863
TP53INP2	58476
BAZ1A	11177
ZNF644	84146
BAIAP2	10458
PTPRO	5800
MRPS12	6183
MTCH1	23787
GTF2F2	2963
SERTAD2	9792
NELFE	7936
AGPS	8540
PPP2CA	5515
ZBTB21	49854
MBD3	53615
SNRPG	6637
SLC52A2	79581
INTS3	65123
FOLR3	2352
RNASE2	6036
MYO7A	4647
CSNK1G3	1456
SIPA1L1	26037
SLC25A33	84275
BDP1	55814
ABL2	27
IKBKG	8517
DHRSX	207063
NSRP1	84081
IL18RAP	8807
TLR6	10333
LATS2	26524
ALDH1A1	216
WDR13	64743
BTAF1	9044
TMEM219	124446
BOLA2-SMG1P6	107282092
SPHK1	8877
USP7	7874
CDA	978
IFI27	3429
COX20	116228
RRM2B	50484
PPP5C	5536
SPIDR	23514
UBE4A	9354
CYB561D2	11068
MED29	55588
PNOC	5368
FLVCR2	55640
PSMD8	5714
ZDHHC24	254359
HES1	3280
PFDN2	5202
FHOD1	29109
BRK1	55845
ABCD1	215
NLN	57486
CDK16	5127
DYNC1LI2	1783
SNRNP70	6625
ABCF1	23
NREP	9315
SLC29A3	55315
UBE2K	3093
LPP	4026
LARP4B	23185
CLEC11A	6320
SESTD1	91404
PSMC4	5704
PBRM1	55193
S100A13	6284
AIMP2	7965
ZDHHC12	84885
MRPL14	64928
CTR9	9646
RRAGC	64121
PMVK	10654
KRTCAP2	200185
SOCS6	9306
SLC35E1	79939
TCEAL9	51186
NUBP1	4682
TET3	200424
NACC1	112939
SLC17A9	63910
TMEM19	55266
ZDHHC3	51304
GPX3	2878
IGLC3	3539
TNFSF9	8744
RAB14	51552
ARL3	403
SLC38A7	55238
IFT20	90410
ERO1B	56605
PCTP	58488
COBLL1	22837
MAP3K2	10746
AHSA1	10598
CSGALNACT2	55454
SMC4	10051
TMEM107	84314
APOL6	80830
STEAP3	55240
ZNF710	374655
MR1	3140
TMED1	11018
SMC6	79677
DNAJC4	3338
HIVEP3	59269
TBL1XR1	79718
SREBF1	6720
CD1C	911
SRGAP2C	653464
TRGV2	6974
ATP13A3	79572
STAMBP	10617
MAP4K5	11183
TXNDC11	51061
PHF20L1	51105
YIPF3	25844
CRYBG3	131544
RPL39L	116832
CREB3	10488
CCDC117	150275
JDP2	122953
HLA-DOB	3112
SLC46A1	113235
TRIM44	54765
C1GALT1	56913
DPP8	54878
PHTF1	10745
MAP3K3	4215
SUCO	51430
KIF21A	55605
LILRA6	79168
DCTN1	1639
CHCHD1	118487
NCOA2	10499
CXCL2	2920
LINC01503	100506119
IGLC2	3538
LSM4	25804
PXK	54899
EXOC5	10640
TST	7263
IQSEC2	23096
USP32	84669
KDM4B	23030
MRPS16	51021
CDCP1	64866
TEN1	100134934
PDS5B	23047
ROGDI	79641
TNFRSF11A	8792
NIN	51199
CCDC12	151903
TMX1	81542
HEBP1	50865
PTPN7	5778
GLB1	2720
HES4	57801
COLEC12	81035
OGDH	4967
RCBTB2	1102
LUC7L	55692
RFTN1	23180
OAF	220323
CCND1	595
TRAF3	7187
BMF	90427
PIP5K1C	23396
DERA	51071
ARHGAP22	58504
RUFY3	22902
LAMTOR3	8649
PARP8	79668
SFPQ	6421
IGHG1	3500
EPHX1	2052
OLFML2B	25903
NT5DC2	64943
SIPA1L2	57568
ELL	8178
CDC42EP1	11135
ACOX1	51
DELE1	9812
CEBPZ	10153
NUS1	116150
CD276	80381
LAMP1	3916
TBC1D2	55357
RBM33	155435
USP36	57602
MEPCE	56257
KDM1B	221656
RNF19B	127544
DHX38	9785
IGKV1-5	28299
AURKAIP1	54998
DDX46	9879
TAF12	6883
KBTBD2	25948
PCNX4	64430
PLAU	5328
NIPSNAP3A	25934
COQ2	27235
FCRL5	83416
GMNN	51053
DCP2	167227
CHIC2	26511
LPXN	9404
EPAS1	2034
CENPW	387103
KMT2E-AS1	100216545
RGL2	5863
MPG	4350
GGCX	2677
CDC42BPB	9578
RIT1	6016
TBC1D12	23232
NEDD8	4738
RBM18	92400
GLO1	2739
GPR107	57720
MIA2	4253
VGLL4	9686
EIF3J	8669
DTHD1	401124
TNNI2	7136
SERTAD3	29946
FNIP1	96459
DNAJC7	7266
HCFC1R1	54985
LCORL	254251
ASB1	51665
RABEP2	79874
TMEM147	10430
MYO15B	80022
UTS2	10911
C5orf24	134553
SNHG9	735301
SIK1	150094
EMC7	56851
KMT2D	8085
STRAP	11171
LINC01504	100507540
NIPBL	25836
RRP12	23223
COPZ1	22818
